Intents,queries,response1,response2
computerhod,name of computer hod,"The Head of Department (HOD) for the Information Technology department is Dr. Nauman Mazher. For any departmental inquiries, you can contact the HOD? office located in [specific location if available] within the campus.","The HOD of the Information Technology department is Dr. Nauman Mazher. If you need further assistance or wish to meet with the HOD, please visit the IT department office."
extchod,Who is extc HOD,"The Head of Department (HOD) for the Information Technology department is Dr. Nauman Mazher. For any departmental inquiries, you can contact the HOD? office located in [specific location if available] within the campus.","The HOD of the Information Technology department is Dr. Nauman Mazher. If you need further assistance or wish to meet with the HOD, please visit the IT department office."
extchod,Where is  extc HOD,"The Head of Department (HOD) for the Information Technology department is Dr. Nauman Mazher. For any departmental inquiries, you can contact the HOD? office located in [specific location if available] within the campus.","The HOD of the Information Technology department is Dr. Nauman Mazher. If you need further assistance or wish to meet with the HOD, please visit the IT department office."
extchod,extc hod,"The Head of Department (HOD) for the Information Technology department is Dr. Nauman Mazher. For any departmental inquiries, you can contact the HOD? office located in [specific location if available] within the campus.","The HOD of the Information Technology department is Dr. Nauman Mazher. If you need further assistance or wish to meet with the HOD, please visit the IT department office."
extchod,name of extc hod,"The Head of Department (HOD) for the Information Technology department is Dr. Nauman Mazher. For any departmental inquiries, you can contact the HOD? office located in [specific location if available] within the campus.","The HOD of the Information Technology department is Dr. Nauman Mazher. If you need further assistance or wish to meet with the HOD, please visit the IT department office."
principal,what is the name of principal,"The Head of Department (HOD) for the Information Technology department is Dr. Nauman Mazher. For any departmental inquiries, you can contact the HOD? office located in [specific location if available] within the campus.","The HOD of the Information Technology department is Dr. Nauman Mazher. If you need further assistance or wish to meet with the HOD, please visit the IT department office."
principal,whatv is the principal name,"The name of our college principal is Prof. Dr. Talat Naseer Pasha. For any inquiries or meetings, you can visit the principal's office located in HEAD OFFICE of UCP","Our college principal is  Prof. Dr. Talat Naseer Pasha.. If you wish to contact the principal or schedule a meeting, please visit the principal? office in HEAD Offices of UCP."
principal,principal name,"The name of our college principal is Prof. Dr. Talat Naseer Pasha. For any inquiries or meetings, you can visit the principal's office located in HEAD OFFICE of UCP","Our college principal is  Prof. Dr. Talat Naseer Pasha.. If you wish to contact the principal or schedule a meeting, please visit the principal? office in HEAD Offices of UCP."
principal,Who is college principal,"The name of our college principal is Prof. Dr. Talat Naseer Pasha. For any inquiries or meetings, you can visit the principal's office located in HEAD OFFICE of UCP","Our college principal is  Prof. Dr. Talat Naseer Pasha.. If you wish to contact the principal or schedule a meeting, please visit the principal? office in HEAD Offices of UCP."
principal,Where is principal's office,"The name of our college principal is Prof. Dr. Talat Naseer Pasha. For any inquiries or meetings, you can visit the principal's office located in HEAD OFFICE of UCP","Our college principal is  Prof. Dr. Talat Naseer Pasha.. If you wish to contact the principal or schedule a meeting, please visit the principal? office in HEAD Offices of UCP."
principal,principal,"The name of our college principal is Prof. Dr. Talat Naseer Pasha. For any inquiries or meetings, you can visit the principal's office located in HEAD OFFICE of UCP","Our college principal is  Prof. Dr. Talat Naseer Pasha.. If you wish to contact the principal or schedule a meeting, please visit the principal? office in HEAD Offices of UCP."
principal,name of principal,"The name of our college principal is Prof. Dr. Talat Naseer Pasha. For any inquiries or meetings, you can visit the principal's office located in HEAD OFFICE of UCP","Our college principal is  Prof. Dr. Talat Naseer Pasha.. If you wish to contact the principal or schedule a meeting, please visit the principal? office in HEAD Offices of UCP."
sem,exam dates,"The exam dates and schedule are available in the academic calendar. For specific details regarding your semester exams, please refer to the exam timetable posted on the student portal or contact the examination office.",Semester exam dates and the full exam schedule will be announced closer to the exam period. You can find the detailed exam timetable on the official website or inquire at the exam office for the most up-to-date information.
sem,exam schedule,"The exam dates and schedule are available in the academic calendar. For specific details regarding your semester exams, please refer to the exam timetable posted on the student portal or contact the examination office.",Semester exam dates and the full exam schedule will be announced closer to the exam period. You can find the detailed exam timetable on the official website or inquire at the exam office for the most up-to-date information.
sem,When is semester exam,"The exam dates and schedule are available in the academic calendar. For specific details regarding your semester exams, please refer to the exam timetable posted on the student portal or contact the examination office.",Semester exam dates and the full exam schedule will be announced closer to the exam period. You can find the detailed exam timetable on the official website or inquire at the exam office for the most up-to-date information.
sem,Semester exam timetable,"The exam dates and schedule are available in the academic calendar. For specific details regarding your semester exams, please refer to the exam timetable posted on the student portal or contact the examination office.",Semester exam dates and the full exam schedule will be announced closer to the exam period. You can find the detailed exam timetable on the official website or inquire at the exam office for the most up-to-date information.
sem,sem,"The exam dates and schedule are available in the academic calendar. For specific details regarding your semester exams, please refer to the exam timetable posted on the student portal or contact the examination office.",Semester exam dates and the full exam schedule will be announced closer to the exam period. You can find the detailed exam timetable on the official website or inquire at the exam office for the most up-to-date information.
sem,semester,"The exam dates and schedule are available in the academic calendar. For specific details regarding your semester exams, please refer to the exam timetable posted on the student portal or contact the examination office.",Semester exam dates and the full exam schedule will be announced closer to the exam period. You can find the detailed exam timetable on the official website or inquire at the exam office for the most up-to-date information.
sem,exam,"The exam dates and schedule are available in the academic calendar. For specific details regarding your semester exams, please refer to the exam timetable posted on the student portal or contact the examination office.",Semester exam dates and the full exam schedule will be announced closer to the exam period. You can find the detailed exam timetable on the official website or inquire at the exam office for the most up-to-date information.
sem,when is exam,"The exam dates and schedule are available in the academic calendar. For specific details regarding your semester exams, please refer to the exam timetable posted on the student portal or contact the examination office.",Semester exam dates and the full exam schedule will be announced closer to the exam period. You can find the detailed exam timetable on the official website or inquire at the exam office for the most up-to-date information.
sem,exam timetable,"The exam dates and schedule are available in the academic calendar. For specific details regarding your semester exams, please refer to the exam timetable posted on the student portal or contact the examination office.",Semester exam dates and the full exam schedule will be announced closer to the exam period. You can find the detailed exam timetable on the official website or inquire at the exam office for the most up-to-date information.
sem,exam dates,"The exam dates and schedule are available in the academic calendar. For specific details regarding your semester exams, please refer to the exam timetable posted on the student portal or contact the examination office.",Semester exam dates and the full exam schedule will be announced closer to the exam period. You can find the detailed exam timetable on the official website or inquire at the exam office for the most up-to-date information.
sem,when is semester,"The exam dates and schedule are available in the academic calendar. For specific details regarding your semester exams, please refer to the exam timetable posted on the student portal or contact the examination office.",Semester exam dates and the full exam schedule will be announced closer to the exam period. You can find the detailed exam timetable on the official website or inquire at the exam office for the most up-to-date information.
admission,what is the process of admission,"The admission process for our college involves a few simple steps. First, you need to fill out and submit the online application form. After submission, depending on the program, you may be required to appear for an entrance exam or interview. Once selected, you must submit the necessary documents for verification and complete the fee payment process. For detailed information and deadlines, visit the admissions page on the official website or contact the admissions office.","To take admission in our college, start by submitting the application form available on the official website. After that, some programs may require an entrance exam or an interview. Upon selection, you will need to provide supporting documents and pay the required fees to confirm your admission. Detailed instructions and guidelines are available on the admissions portal for your reference."
admission,what is the admission process,"The admission process for our college involves a few simple steps. First, you need to fill out and submit the online application form. After submission, depending on the program, you may be required to appear for an entrance exam or interview. Once selected, you must submit the necessary documents for verification and complete the fee payment process. For detailed information and deadlines, visit the admissions page on the official website or contact the admissions office.","To take admission in our college, start by submitting the application form available on the official website. After that, some programs may require an entrance exam or an interview. Upon selection, you will need to provide supporting documents and pay the required fees to confirm your admission. Detailed instructions and guidelines are available on the admissions portal for your reference."
admission,How to take admission in your college,"The admission process for our college involves a few simple steps. First, you need to fill out and submit the online application form. After submission, depending on the program, you may be required to appear for an entrance exam or interview. Once selected, you must submit the necessary documents for verification and complete the fee payment process. For detailed information and deadlines, visit the admissions page on the official website or contact the admissions office.","To take admission in our college, start by submitting the application form available on the official website. After that, some programs may require an entrance exam or an interview. Upon selection, you will need to provide supporting documents and pay the required fees to confirm your admission. Detailed instructions and guidelines are available on the admissions portal for your reference."
admission,What is the process for admission,"The admission process for our college involves a few simple steps. First, you need to fill out and submit the online application form. After submission, depending on the program, you may be required to appear for an entrance exam or interview. Once selected, you must submit the necessary documents for verification and complete the fee payment process. For detailed information and deadlines, visit the admissions page on the official website or contact the admissions office.","To take admission in our college, start by submitting the application form available on the official website. After that, some programs may require an entrance exam or an interview. Upon selection, you will need to provide supporting documents and pay the required fees to confirm your admission. Detailed instructions and guidelines are available on the admissions portal for your reference."
admission,admission,"The admission process for our college involves a few simple steps. First, you need to fill out and submit the online application form. After submission, depending on the program, you may be required to appear for an entrance exam or interview. Once selected, you must submit the necessary documents for verification and complete the fee payment process. For detailed information and deadlines, visit the admissions page on the official website or contact the admissions office.","To take admission in our college, start by submitting the application form available on the official website. After that, some programs may require an entrance exam or an interview. Upon selection, you will need to provide supporting documents and pay the required fees to confirm your admission. Detailed instructions and guidelines are available on the admissions portal for your reference."
admission,admission process,"The admission process for our college involves a few simple steps. First, you need to fill out and submit the online application form. After submission, depending on the program, you may be required to appear for an entrance exam or interview. Once selected, you must submit the necessary documents for verification and complete the fee payment process. For detailed information and deadlines, visit the admissions page on the official website or contact the admissions office.","To take admission in our college, start by submitting the application form available on the official website. After that, some programs may require an entrance exam or an interview. Upon selection, you will need to provide supporting documents and pay the required fees to confirm your admission. Detailed instructions and guidelines are available on the admissions portal for your reference."
scholarship,scholarship,"Yes, scholarships are available for various programs including Engineering, IT, AI/ML, and more. The college offers both merit-based and need-based scholarships to support students across all years. For detailed information about specific scholarships for different branches like Mechanical, Civil, IT, or AI/ML, please refer to the scholarship section on the official website or contact the financial aid office.",
scholarship,Is scholarship available,"Yes, scholarships are available for various programs including Engineering, IT, AI/ML, and more. The college offers both merit-based and need-based scholarships to support students across all years. For detailed information about specific scholarships for different branches like Mechanical, Civil, IT, or AI/ML, please refer to the scholarship section on the official website or contact the financial aid office.",
scholarship,scholarship engineering,"Yes, scholarships are available for various programs including Engineering, IT, AI/ML, and more. The college offers both merit-based and need-based scholarships to support students across all years. For detailed information about specific scholarships for different branches like Mechanical, Civil, IT, or AI/ML, please refer to the scholarship section on the official website or contact the financial aid office.",
scholarship,scholarship it,"Yes, scholarships are available for various programs including Engineering, IT, AI/ML, and more. The college offers both merit-based and need-based scholarships to support students across all years. For detailed information about specific scholarships for different branches like Mechanical, Civil, IT, or AI/ML, please refer to the scholarship section on the official website or contact the financial aid office.",
scholarship,scholarship ce,"Yes, scholarships are available for various programs including Engineering, IT, AI/ML, and more. The college offers both merit-based and need-based scholarships to support students across all years. For detailed information about specific scholarships for different branches like Mechanical, Civil, IT, or AI/ML, please refer to the scholarship section on the official website or contact the financial aid office.",
scholarship,scholarship mechanical,"Yes, scholarships are available for various programs including Engineering, IT, AI/ML, and more. The college offers both merit-based and need-based scholarships to support students across all years. For detailed information about specific scholarships for different branches like Mechanical, Civil, IT, or AI/ML, please refer to the scholarship section on the official website or contact the financial aid office.",
scholarship,scholarship civil,"Yes, scholarships are available for various programs including Engineering, IT, AI/ML, and more. The college offers both merit-based and need-based scholarships to support students across all years. For detailed information about specific scholarships for different branches like Mechanical, Civil, IT, or AI/ML, please refer to the scholarship section on the official website or contact the financial aid office.",
scholarship,scholarship chemical,"Yes, scholarships are available for various programs including Engineering, IT, AI/ML, and more. The college offers both merit-based and need-based scholarships to support students across all years. For detailed information about specific scholarships for different branches like Mechanical, Civil, IT, or AI/ML, please refer to the scholarship section on the official website or contact the financial aid office.",
scholarship,scholarship for AI/ML,"Yes, scholarships are available for various programs including Engineering, IT, AI/ML, and more. The college offers both merit-based and need-based scholarships to support students across all years. For detailed information about specific scholarships for different branches like Mechanical, Civil, IT, or AI/ML, please refer to the scholarship section on the official website or contact the financial aid office.",
scholarship,available scholarships,"Yes, scholarships are available for various programs including Engineering, IT, AI/ML, and more. The college offers both merit-based and need-based scholarships to support students across all years. For detailed information about specific scholarships for different branches like Mechanical, Civil, IT, or AI/ML, please refer to the scholarship section on the official website or contact the financial aid office.",
scholarship,scholarship for computer engineering,"Yes, scholarships are available for various programs including Engineering, IT, AI/ML, and more. The college offers both merit-based and need-based scholarships to support students across all years. For detailed information about specific scholarships for different branches like Mechanical, Civil, IT, or AI/ML, please refer to the scholarship section on the official website or contact the financial aid office.",
scholarship,scholarship for IT engineering,"Yes, scholarships are available for various programs including Engineering, IT, AI/ML, and more. The college offers both merit-based and need-based scholarships to support students across all years. For detailed information about specific scholarships for different branches like Mechanical, Civil, IT, or AI/ML, please refer to the scholarship section on the official website or contact the financial aid office.",
scholarship,scholarship for mechanical engineering,"Yes, scholarships are available for various programs including Engineering, IT, AI/ML, and more. The college offers both merit-based and need-based scholarships to support students across all years. For detailed information about specific scholarships for different branches like Mechanical, Civil, IT, or AI/ML, please refer to the scholarship section on the official website or contact the financial aid office.",
scholarship,scholarship for civil engineering,"Yes, scholarships are available for various programs including Engineering, IT, AI/ML, and more. The college offers both merit-based and need-based scholarships to support students across all years. For detailed information about specific scholarships for different branches like Mechanical, Civil, IT, or AI/ML, please refer to the scholarship section on the official website or contact the financial aid office.",
scholarship,scholarship for chemical engineering,"Yes, scholarships are available for various programs including Engineering, IT, AI/ML, and more. The college offers both merit-based and need-based scholarships to support students across all years. For detailed information about specific scholarships for different branches like Mechanical, Civil, IT, or AI/ML, please refer to the scholarship section on the official website or contact the financial aid office.",
scholarship,list of scholarship,"Yes, scholarships are available for various programs including Engineering, IT, AI/ML, and more. The college offers both merit-based and need-based scholarships to support students across all years. For detailed information about specific scholarships for different branches like Mechanical, Civil, IT, or AI/ML, please refer to the scholarship section on the official website or contact the financial aid office.",
scholarship,comps scholarship,"Yes, scholarships are available for various programs including Engineering, IT, AI/ML, and more. The college offers both merit-based and need-based scholarships to support students across all years. For detailed information about specific scholarships for different branches like Mechanical, Civil, IT, or AI/ML, please refer to the scholarship section on the official website or contact the financial aid office.",
scholarship,IT scholarship,"Yes, scholarships are available for various programs including Engineering, IT, AI/ML, and more. The college offers both merit-based and need-based scholarships to support students across all years. For detailed information about specific scholarships for different branches like Mechanical, Civil, IT, or AI/ML, please refer to the scholarship section on the official website or contact the financial aid office.",
scholarship,mechanical scholarship,"Yes, scholarships are available for various programs including Engineering, IT, AI/ML, and more. The college offers both merit-based and need-based scholarships to support students across all years. For detailed information about specific scholarships for different branches like Mechanical, Civil, IT, or AI/ML, please refer to the scholarship section on the official website or contact the financial aid office.",
scholarship,civil scholarship,"Yes, scholarships are available for various programs including Engineering, IT, AI/ML, and more. The college offers both merit-based and need-based scholarships to support students across all years. For detailed information about specific scholarships for different branches like Mechanical, Civil, IT, or AI/ML, please refer to the scholarship section on the official website or contact the financial aid office.",
scholarship,chemical scholarship,"Yes, scholarships are available for various programs including Engineering, IT, AI/ML, and more. The college offers both merit-based and need-based scholarships to support students across all years. For detailed information about specific scholarships for different branches like Mechanical, Civil, IT, or AI/ML, please refer to the scholarship section on the official website or contact the financial aid office.",
scholarship,automobile scholarship,"Yes, scholarships are available for various programs including Engineering, IT, AI/ML, and more. The college offers both merit-based and need-based scholarships to support students across all years. For detailed information about specific scholarships for different branches like Mechanical, Civil, IT, or AI/ML, please refer to the scholarship section on the official website or contact the financial aid office.",
scholarship,first year scholarship,"Yes, scholarships are available for various programs including Engineering, IT, AI/ML, and more. The college offers both merit-based and need-based scholarships to support students across all years. For detailed information about specific scholarships for different branches like Mechanical, Civil, IT, or AI/ML, please refer to the scholarship section on the official website or contact the financial aid office.",
scholarship,second year scholarship,"Yes, scholarships are available for various programs including Engineering, IT, AI/ML, and more. The college offers both merit-based and need-based scholarships to support students across all years. For detailed information about specific scholarships for different branches like Mechanical, Civil, IT, or AI/ML, please refer to the scholarship section on the official website or contact the financial aid office.",
scholarship,third year scholarship,"Yes, scholarships are available for various programs including Engineering, IT, AI/ML, and more. The college offers both merit-based and need-based scholarships to support students across all years. For detailed information about specific scholarships for different branches like Mechanical, Civil, IT, or AI/ML, please refer to the scholarship section on the official website or contact the financial aid office.",
scholarship,fourth year scholarship,"Yes, scholarships are available for various programs including Engineering, IT, AI/ML, and more. The college offers both merit-based and need-based scholarships to support students across all years. For detailed information about specific scholarships for different branches like Mechanical, Civil, IT, or AI/ML, please refer to the scholarship section on the official website or contact the financial aid office.",
facilities,What facilities college provide,"Our college offers a wide range of facilities including state-of-the-art classrooms, well-equipped laboratories, a spacious library, sports facilities, a canteen, hostels, and recreational areas. We also provide dedicated career services, an active placement cell, and various student support services to enhance your academic and personal growth.","The college provides comprehensive facilities such as modern classrooms, cutting-edge labs, a well-stocked library, sports complexes, cafeteria, and hostel accommodations. Additionally, there are student clubs, workshops, and various extracurricular activities available to help you build both academic and social skills."
facilities,College facility,"Our college offers a wide range of facilities including state-of-the-art classrooms, well-equipped laboratories, a spacious library, sports facilities, a canteen, hostels, and recreational areas. We also provide dedicated career services, an active placement cell, and various student support services to enhance your academic and personal growth.","The college provides comprehensive facilities such as modern classrooms, cutting-edge labs, a well-stocked library, sports complexes, cafeteria, and hostel accommodations. Additionally, there are student clubs, workshops, and various extracurricular activities available to help you build both academic and social skills."
facilities,What are college facilities,"Our college offers a wide range of facilities including state-of-the-art classrooms, well-equipped laboratories, a spacious library, sports facilities, a canteen, hostels, and recreational areas. We also provide dedicated career services, an active placement cell, and various student support services to enhance your academic and personal growth.","The college provides comprehensive facilities such as modern classrooms, cutting-edge labs, a well-stocked library, sports complexes, cafeteria, and hostel accommodations. Additionally, there are student clubs, workshops, and various extracurricular activities available to help you build both academic and social skills."
facilities,facilities,"Our college offers a wide range of facilities including state-of-the-art classrooms, well-equipped laboratories, a spacious library, sports facilities, a canteen, hostels, and recreational areas. We also provide dedicated career services, an active placement cell, and various student support services to enhance your academic and personal growth.","The college provides comprehensive facilities such as modern classrooms, cutting-edge labs, a well-stocked library, sports complexes, cafeteria, and hostel accommodations. Additionally, there are student clubs, workshops, and various extracurricular activities available to help you build both academic and social skills."
facilities,facilities provided,"Our college offers a wide range of facilities including state-of-the-art classrooms, well-equipped laboratories, a spacious library, sports facilities, a canteen, hostels, and recreational areas. We also provide dedicated career services, an active placement cell, and various student support services to enhance your academic and personal growth.","The college provides comprehensive facilities such as modern classrooms, cutting-edge labs, a well-stocked library, sports complexes, cafeteria, and hostel accommodations. Additionally, there are student clubs, workshops, and various extracurricular activities available to help you build both academic and social skills."
college intake,max number of students,"The number of seats per branch varies depending on the department and program. The maximum student intake for each branch is determined by the department's capacity and available resources. For detailed information about seat availability and intake numbers for each branch, please refer to the admission office or check the official college website.","Each department has a specific number of seats available for admission. The maximum number of students taken in each branch is subject to faculty and infrastructure capacity. For accurate seat allotment details and the total intake for each branch, please contact the admissions office or visit the admissions section on the official website."
college intake,number of seats per branch,"The number of seats per branch varies depending on the department and program. The maximum student intake for each branch is determined by the department's capacity and available resources. For detailed information about seat availability and intake numbers for each branch, please refer to the admission office or check the official college website.","Each department has a specific number of seats available for admission. The maximum number of students taken in each branch is subject to faculty and infrastructure capacity. For accurate seat allotment details and the total intake for each branch, please contact the admissions office or visit the admissions section on the official website."
college intake,number of seats in each branch,"The number of seats per branch varies depending on the department and program. The maximum student intake for each branch is determined by the department's capacity and available resources. For detailed information about seat availability and intake numbers for each branch, please refer to the admission office or check the official college website.","Each department has a specific number of seats available for admission. The maximum number of students taken in each branch is subject to faculty and infrastructure capacity. For accurate seat allotment details and the total intake for each branch, please contact the admissions office or visit the admissions section on the official website."
college intake,maximum number of seats,"The number of seats per branch varies depending on the department and program. The maximum student intake for each branch is determined by the department's capacity and available resources. For detailed information about seat availability and intake numbers for each branch, please refer to the admission office or check the official college website.","Each department has a specific number of seats available for admission. The maximum number of students taken in each branch is subject to faculty and infrastructure capacity. For accurate seat allotment details and the total intake for each branch, please contact the admissions office or visit the admissions section on the official website."
college intake,maximum students intake,"The number of seats per branch varies depending on the department and program. The maximum student intake for each branch is determined by the department's capacity and available resources. For detailed information about seat availability and intake numbers for each branch, please refer to the admission office or check the official college website.","Each department has a specific number of seats available for admission. The maximum number of students taken in each branch is subject to faculty and infrastructure capacity. For accurate seat allotment details and the total intake for each branch, please contact the admissions office or visit the admissions section on the official website."
college intake,What is college intake,"The number of seats per branch varies depending on the department and program. The maximum student intake for each branch is determined by the department's capacity and available resources. For detailed information about seat availability and intake numbers for each branch, please refer to the admission office or check the official college website.","Each department has a specific number of seats available for admission. The maximum number of students taken in each branch is subject to faculty and infrastructure capacity. For accurate seat allotment details and the total intake for each branch, please contact the admissions office or visit the admissions section on the official website."
college intake,how many stundent are taken in each branch,"The number of seats per branch varies depending on the department and program. The maximum student intake for each branch is determined by the department's capacity and available resources. For detailed information about seat availability and intake numbers for each branch, please refer to the admission office or check the official college website.","Each department has a specific number of seats available for admission. The maximum number of students taken in each branch is subject to faculty and infrastructure capacity. For accurate seat allotment details and the total intake for each branch, please contact the admissions office or visit the admissions section on the official website."
college intake,seat allotment,"The number of seats per branch varies depending on the department and program. The maximum student intake for each branch is determined by the department's capacity and available resources. For detailed information about seat availability and intake numbers for each branch, please refer to the admission office or check the official college website.","Each department has a specific number of seats available for admission. The maximum number of students taken in each branch is subject to faculty and infrastructure capacity. For accurate seat allotment details and the total intake for each branch, please contact the admissions office or visit the admissions section on the official website."
college intake,seats,"The number of seats per branch varies depending on the department and program. The maximum student intake for each branch is determined by the department's capacity and available resources. For detailed information about seat availability and intake numbers for each branch, please refer to the admission office or check the official college website.","Each department has a specific number of seats available for admission. The maximum number of students taken in each branch is subject to faculty and infrastructure capacity. For accurate seat allotment details and the total intake for each branch, please contact the admissions office or visit the admissions section on the official website."
uniform,college dress code,"Yes, our college has a dress code policy. While formal or semi-formal attire is generally required, the specific uniform guidelines may vary depending on your department or program. Casuals are typically not allowed during academic hours. For more detailed information, please refer to the student handbook or contact the administration","The college follows a formal dress code, and students are expected to adhere to it during regular academic activities. Uniform requirements, if applicable, are usually specified by the department or program. Casual wear is generally not permitted in academic settings. Please check with the administration for further clarification."
uniform,college dresscode,"Yes, our college has a dress code policy. While formal or semi-formal attire is generally required, the specific uniform guidelines may vary depending on your department or program. Casuals are typically not allowed during academic hours. For more detailed information, please refer to the student handbook or contact the administration","The college follows a formal dress code, and students are expected to adhere to it during regular academic activities. Uniform requirements, if applicable, are usually specified by the department or program. Casual wear is generally not permitted in academic settings. Please check with the administration for further clarification."
uniform,what is the uniform,"Yes, our college has a dress code policy. While formal or semi-formal attire is generally required, the specific uniform guidelines may vary depending on your department or program. Casuals are typically not allowed during academic hours. For more detailed information, please refer to the student handbook or contact the administration","The college follows a formal dress code, and students are expected to adhere to it during regular academic activities. Uniform requirements, if applicable, are usually specified by the department or program. Casual wear is generally not permitted in academic settings. Please check with the administration for further clarification."
uniform,can we wear casuals,"Yes, our college has a dress code policy. While formal or semi-formal attire is generally required, the specific uniform guidelines may vary depending on your department or program. Casuals are typically not allowed during academic hours. For more detailed information, please refer to the student handbook or contact the administration","The college follows a formal dress code, and students are expected to adhere to it during regular academic activities. Uniform requirements, if applicable, are usually specified by the department or program. Casual wear is generally not permitted in academic settings. Please check with the administration for further clarification."
uniform,Does college have an uniform,"Yes, our college has a dress code policy. While formal or semi-formal attire is generally required, the specific uniform guidelines may vary depending on your department or program. Casuals are typically not allowed during academic hours. For more detailed information, please refer to the student handbook or contact the administration","The college follows a formal dress code, and students are expected to adhere to it during regular academic activities. Uniform requirements, if applicable, are usually specified by the department or program. Casual wear is generally not permitted in academic settings. Please check with the administration for further clarification."
uniform,Is there any uniform,"Yes, our college has a dress code policy. While formal or semi-formal attire is generally required, the specific uniform guidelines may vary depending on your department or program. Casuals are typically not allowed during academic hours. For more detailed information, please refer to the student handbook or contact the administration","The college follows a formal dress code, and students are expected to adhere to it during regular academic activities. Uniform requirements, if applicable, are usually specified by the department or program. Casual wear is generally not permitted in academic settings. Please check with the administration for further clarification."
uniform,uniform,"Yes, our college has a dress code policy. While formal or semi-formal attire is generally required, the specific uniform guidelines may vary depending on your department or program. Casuals are typically not allowed during academic hours. For more detailed information, please refer to the student handbook or contact the administration","The college follows a formal dress code, and students are expected to adhere to it during regular academic activities. Uniform requirements, if applicable, are usually specified by the department or program. Casual wear is generally not permitted in academic settings. Please check with the administration for further clarification."
uniform,what about uniform,"Yes, our college has a dress code policy. While formal or semi-formal attire is generally required, the specific uniform guidelines may vary depending on your department or program. Casuals are typically not allowed during academic hours. For more detailed information, please refer to the student handbook or contact the administration","The college follows a formal dress code, and students are expected to adhere to it during regular academic activities. Uniform requirements, if applicable, are usually specified by the department or program. Casual wear is generally not permitted in academic settings. Please check with the administration for further clarification."
uniform,do we have to wear uniform,"Yes, our college has a dress code policy. While formal or semi-formal attire is generally required, the specific uniform guidelines may vary depending on your department or program. Casuals are typically not allowed during academic hours. For more detailed information, please refer to the student handbook or contact the administration","The college follows a formal dress code, and students are expected to adhere to it during regular academic activities. Uniform requirements, if applicable, are usually specified by the department or program. Casual wear is generally not permitted in academic settings. Please check with the administration for further clarification."
committee,what are the different committe in college,"Our college has several committees that oversee different aspects of student life and academics. These include the academic committee, sports committee, cultural committee, event management committee, and more. For detailed information on each committee and its responsibilities, you can visit the student services office or refer to the college's official website.","Yes, our college has various committees such as the student affairs committee, disciplinary committee, placement committee, and sports committee. These committees play an important role in organizing events, supporting students, and maintaining campus activities. You can get more information from the student affairs office."
committee,different committee in college,"Our college has several committees that oversee different aspects of student life and academics. These include the academic committee, sports committee, cultural committee, event management committee, and more. For detailed information on each committee and its responsibilities, you can visit the student services office or refer to the college's official website.","Yes, our college has various committees such as the student affairs committee, disciplinary committee, placement committee, and sports committee. These committees play an important role in organizing events, supporting students, and maintaining campus activities. You can get more information from the student affairs office."
committee,Are there any committee in college,"Our college has several committees that oversee different aspects of student life and academics. These include the academic committee, sports committee, cultural committee, event management committee, and more. For detailed information on each committee and its responsibilities, you can visit the student services office or refer to the college's official website.","Yes, our college has various committees such as the student affairs committee, disciplinary committee, placement committee, and sports committee. These committees play an important role in organizing events, supporting students, and maintaining campus activities. You can get more information from the student affairs office."
committee,Give me committee details,"Our college has several committees that oversee different aspects of student life and academics. These include the academic committee, sports committee, cultural committee, event management committee, and more. For detailed information on each committee and its responsibilities, you can visit the student services office or refer to the college's official website.","Yes, our college has various committees such as the student affairs committee, disciplinary committee, placement committee, and sports committee. These committees play an important role in organizing events, supporting students, and maintaining campus activities. You can get more information from the student affairs office."
committee,committee,"Our college has several committees that oversee different aspects of student life and academics. These include the academic committee, sports committee, cultural committee, event management committee, and more. For detailed information on each committee and its responsibilities, you can visit the student services office or refer to the college's official website.","Yes, our college has various committees such as the student affairs committee, disciplinary committee, placement committee, and sports committee. These committees play an important role in organizing events, supporting students, and maintaining campus activities. You can get more information from the student affairs office."
committee,how many committee are there in college,"Our college has several committees that oversee different aspects of student life and academics. These include the academic committee, sports committee, cultural committee, event management committee, and more. For detailed information on each committee and its responsibilities, you can visit the student services office or refer to the college's official website.","Yes, our college has various committees such as the student affairs committee, disciplinary committee, placement committee, and sports committee. These committees play an important role in organizing events, supporting students, and maintaining campus activities. You can get more information from the student affairs office."
random,I love you,"I'm here to assist you with information or queries about the university. If you have any questions, feel free to ask","Let's keep our conversation friendly and focused on how I can help you. If there's something you'd like to know, I'm here to assist!"
random,Will you marry me,"I'm here to assist you with information or queries about the university. If you have any questions, feel free to ask","Let's keep our conversation friendly and focused on how I can help you. If there's something you'd like to know, I'm here to assist!"
random,Do you love me,"I'm here to assist you with information or queries about the university. If you have any questions, feel free to ask","Let's keep our conversation friendly and focused on how I can help you. If there's something you'd like to know, I'm here to assist!"
random,fuck,"I'm here to assist you with information or queries about the university. If you have any questions, feel free to ask","Let's keep our conversation friendly and focused on how I can help you. If there's something you'd like to know, I'm here to assist!"
swear,bitch,"I'm here to assist you with information or queries about the university. If you have any questions, feel free to ask","Let's keep our conversation friendly and focused on how I can help you. If there's something you'd like to know, I'm here to assist!"
swear,shut up,"I'm here to assist you with information or queries about the university. If you have any questions, feel free to ask","Let's keep our conversation friendly and focused on how I can help you. If there's something you'd like to know, I'm here to assist!"
swear,hell,"I'm here to assist you with information or queries about the university. If you have any questions, feel free to ask","Let's keep our conversation friendly and focused on how I can help you. If there's something you'd like to know, I'm here to assist!"
